type,item_id,name_in_database,path,ja
ReportData,0x010000A10000000E,Construction_Argno_BorderPostUpgraded,ReportProperties.Title,アルグノの国境検問所が再開される
ReportData,0x010000A10000000E,Construction_Argno_BorderPostUpgraded,ReportProperties.Description,国境警備隊による銃撃の礼が、再整備されたアルグノの国境検問所複合施設の再開を告げた。建設が完了するのを待ちながらモレラ地方の国境で足止めされていた移民たちの処理に向け、迅速に作業が始まった。
ReportData,0x010000C5000008A1,Construction_Argno_MorellaPipelineSabotageRepair_Completed,ReportProperties.Title,妨害行為の後、モルガス・パイプラインが完全に復旧
ReportData,0x010000C5000008A1,Construction_Argno_MorellaPipelineSabotageRepair_Completed,ReportProperties.Description,リジアとモレラの間のエネルギー協力において極めて重要なインフラであるモルガス・パイプラインは、最近起きた破壊工作攻撃の後、完全に修復された。我が王国が主導しモレラの治安部隊と連携して行われた復旧作業により、天然ガスの供給が迅速に再開された。運用が正常化したことで、このパイプラインは再び我が国のエネルギー備蓄を強化すると同時に、南西部の隣国との経済的結びつきも固めることになる。当局は引き続きこの攻撃の調査を行っており、主要な輸送ルートには今や強化された警戒措置が講じられている。
ReportData,0x010000A1000000EA,Construction_BorderFortsStrengthened,ReportProperties.Title,パレス国境要塞の建設が完了
ReportData,0x010000A1000000EA,Construction_BorderFortsStrengthened,ReportProperties.Description,"パレスの国境は、何百もの掩体壕や数マイルに及ぶ地下鉄道、そして地雷原のネットワークが建設されたことで強化された。ホッツとソックスにある要所には特別な配慮が払われている。

パレスへの国境検問所は依然として開放されているものの、厳重に警備されている。軍は誰も許可なく国境を越えることはできないと保証し、そのような試みがあれば迅速に処罰されるとパレス政府に警告している。"
ReportData,0x0100008E0000789E,Construction_Bronaz_EnergyStorageFacilityCompleted,ReportProperties.Title,蓄エネ施設の運用開始
ReportData,0x0100008E0000789E,Construction_Bronaz_EnergyStorageFacilityCompleted,ReportProperties.Description,"ブロナズにおけるエネルギー貯蔵施設の建設が無事完了し、現在は稼働している。この施設により、生産量が多い時期に発生する余剰エネルギーを蓄えることでエネルギー安全保障が大幅に強化され、安定した供給が確保され、需要が高まる際の不足も防ぐことができる。

この近代化により、エネルギーの無駄遣いが減少しシステム効率が向上するため、維持費用が削減され、資源の効率的な利用が促進され、他の対策への依存も低減する。"
ReportData,0x010000C50000088D,Construction_Bronaz_EnergyStorageRepair_Completed,ReportProperties.Title,ブロナズのエネルギー貯蔵施設、破壊行為後に復旧
ReportData,0x010000C50000088D,Construction_Bronaz_EnergyStorageRepair_Completed,ReportProperties.Description,地域のエネルギー管理における重要なハブであるブロナズにあるエネルギー貯蔵施設は、破壊行為による被害を受けた後、完全に復旧した。地元当局が主導する修理作業により、供給の安定化と送電網の耐久性向上という同施設の役割が再び果たされている。運用がフル容量に戻ったことで、この施設は再び地域のエネルギー安全保障と経済的安定を支える存在となっている。攻撃に関する調査は現在も続けられており、さらなる障害を防ぐために厳重なセキュリティ対策が実施されている。
ReportData,0x010000A100000018,Construction_Derdia_PipelineCompleted,ReportProperties.Title,デルディアへのパイプライン延長が開通
ReportData,0x010000A100000018,Construction_Derdia_PipelineCompleted,ReportProperties.Description,カヴェットとニールを結ぶトランスモリディア・パイプラインの完成により、エネルギーが今やリジアのポルテ・ドラゾンからデルディアまで自由に流れるようになった。デルディア政府とモレラ政府の支援を受けたこの共同プロジェクトは、メルコパ諸国間の関係に新たな時代をもたらすものである。
ReportData,0x010000A100000036,Construction_FolceDator_EquipmentFactoryCompleted,ReportProperties.Title,アザロ家の貴族たち、装備工場の開所式に出席
ReportData,0x010000A100000036,Construction_FolceDator_EquipmentFactoryCompleted,ReportProperties.Description,アザロ家のジャーナリストや代表者たちが、フォルチェ・ダトールに新しく建設された軍事工場を見学した。リジアの国内兵器製造がさらに拡大する中、何千人もの労働者がこの施設で仕事に就いている。
ReportData,0x010000A100000040,Construction_FolceDator_SupportVehicleFactoryCompleted,ReportProperties.Title,フォルチェ・ダトール用支援車両の製造が開始される
ReportData,0x010000A100000040,Construction_FolceDator_SupportVehicleFactoryCompleted,ReportProperties.Description,今日、新しい軍用車両工場が生産を本格化させる中、最初のリザ女王型IFVが組立ラインから出荷された。製造過程で発生していた初期の不具合はすでに解消されており、同工場は今後数ヶ月間で数百台という生産目標を達成できる見込みだ。
ReportData,0x010000A10000004A,Construction_FolceDator_TankFactoryCompleted,ReportProperties.Title,「ヴァレロ王」戦車が一般公開される
ReportData,0x010000A10000004A,Construction_FolceDator_TankFactoryCompleted,ReportProperties.Description,フォルチェ・ダトールの民は、新しく開業した戦車工場から初のヴァレロ戦車が出荷されるのを見て畏敬の念に包まれた。地元の有名人ソニア・ロウダスが主催する説明会では、その戦車が町中を巡行し、全国の人々が見られるようテレビで生中継された。
ReportData,0x010000A100000054,Construction_FortAles_NavalBaseExpanded,ReportProperties.Title,アレス要塞の海軍基地拡張が完了
ReportData,0x010000A100000054,Construction_FortAles_NavalBaseExpanded,ReportProperties.Description,アレス要塞の海軍基地拡張工事は予定通り完了した。既にリジア海軍の大型艦船数隻が新たな基地へ向かっているのが確認されており、より戦略的に有利な場所から作戦を行えるようになる。
ReportData,0x010000A10000005E,Construction_Havas_CoalMineCompleted,ReportProperties.Title,数百人の鉱山労働者が新たな鉱坑に入る
ReportData,0x010000A10000005E,Construction_Havas_CoalMineCompleted,ReportProperties.Description,簡単な式典の後、何百人もの鉱山労働者たちが初めて新しく掘られたハヴァス炭鉱に降りて行き、町の地下に存在する大量の石炭埋蔵量を発見しようという任務に取り組んだ。
ReportData,0x010000A100000004,Construction_Iza_HeavyIndustrialParkCompleted,ReportProperties.Title,イザ重工業地帯、事業開始
ReportData,0x010000A100000004,Construction_Iza_HeavyIndustrialParkCompleted,ReportProperties.Description,ビジネス界のリーダー、地方政府の職員、そしてサゾン家の代表者が出席する式典において、イザ重工業団地が正式に開園した。ここの希少金属や鉄鋼を加工する工場は明日から稼働を開始し、科学者チームも数週間以内に研究所に入る予定である。
ReportData,0x010000B400000218,Construction_Jales_BomberPlaneFactoryCompleted,ReportProperties.Title,ジャレスでスカーレット・ウィング爆撃機工場が落成
ReportData,0x010000B400000218,Construction_Jales_BomberPlaneFactoryCompleted,ReportProperties.Description,"新たに建設され、スカーレット・ウィングの生産を専門とする爆撃機工場は、予定よりも早く生産目標を達成しそうである。生産が加速する中、同工場は間もなく最初の爆撃機を出荷する見込みであり、これはその効率性と作業員たちの高い能力を示している。

この工場の順調な運営により、リジアの航空防衛力が大幅に強化されるだけでなく、王国の軍事産業複合体におけるブレナスの重要性も一層高まることになる。"
ReportData,0x010000A100000068,Construction_Jales_BorderPostUpgraded,ReportProperties.Title,ジャレス沿岸処理施設が開業
ReportData,0x010000A100000068,Construction_Jales_BorderPostUpgraded,ReportProperties.Description,ジャレスに新たな海外移民処理施設が開設され、ここはリジア国境警備隊によって運営されている。この施設は、一時的な収容施設として改修された複数の廃船コンテナ船で構成されている。リジアの海岸に到着するすべての移民は、国境警備隊が書類手続きを行う間、そこに収容されることになっている。
ReportData,0x010000B400000222,Construction_Jales_FighterPlaneFactoryCompleted,ReportProperties.Title,XM772キングバード戦闘機工場の落成式
ReportData,0x010000B400000222,Construction_Jales_FighterPlaneFactoryCompleted,ReportProperties.Description,"ジャレスに新たな戦闘機工場が正式に開業し、XM772キングバードの量産が始まった。高位軍関係者や地方指導者らが出席した開所式では、ブレナス州が国防生産分野において新たな役割を果たしつつあることが強調された。

この動きにより、地域の雇用が促進されると同時に、王国の軍事準備力向上にも寄与すると見込まれている。"
ReportData,0x010000A100000072,Construction_MaveNortus_IntelligenceHubCompleted,ReportProperties.Title,秘密情報拠点、運用を開始
ReportData,0x010000A100000072,Construction_MaveNortus_IntelligenceHubCompleted,ReportProperties.Description,王室の命令により建設が進められ、リジア情報局が運営する全く新しい複合施設が完成した。この建物は、国家安全保障やジルの統一に関わる秘密行動の拠点として機能することになっている。
ReportData,0x010000A10000007C,Construction_Mermi_LogisticsHubCompleted,ReportProperties.Title,トペス・メルミ・アレス要塞間の戦略的連携が開始された
ReportData,0x010000A10000007C,Construction_Mermi_LogisticsHubCompleted,ReportProperties.Description,トペス・メルミ・アレス要塞を結ぶ要塞化された輸送路は、メルミに大規模な物流ハブが設置されており、建設が完了し使用可能な状態となった。開通を祝して全ルートを巡る軍事パレードが行われ、政府の要人たちが出席した。
ReportData,0x010000A100000022,Construction_Monqiz_ExpandedShipyard,ReportProperties.Title,拡張された埠頭が開放される中、沿岸砲台から発射が行われる
