type,item_id,name_in_database,path,ja
PolicyData,0x010000460001C3A7,Diplomacy_Agnolia_Alliance,PolicyProperties.Title,アグノリアとの同盟
PolicyData,0x010000460001C3A7,Diplomacy_Agnolia_Alliance,PolicyProperties.Description,ソードランド共和国とアグノリア共和国は相互の保護と支援に関する包括的な協定を結び、予期せぬ危機が発生した際には共に立ち向かうことを約束した。この戦略的同盟により両国間の絆が強化され、安全保障意識と協力体制が育まれている。
PolicyData,0x010000460001C3AB,Diplomacy_Agnolia_Heljiland_Recognised,PolicyProperties.Title,ヘルジランドをアグノリア領として承認
PolicyData,0x010000460001C3AB,Diplomacy_Agnolia_Heljiland_Recognised,PolicyProperties.Description,ソードランド共和国は、アグノリア共和国がヘルジランドの正当な所有権を有していることを心から認め、これを確認する。この承認は外交上の重要な節目であり、互いの領土主権に対する共通の理解と尊重をより固めるものである。
PolicyData,0x010000460001C3AF,Diplomacy_Agnolia_Trade,PolicyProperties.Title,アグノリアとの貿易
PolicyData,0x010000460001C3AF,Diplomacy_Agnolia_Trade,PolicyProperties.Description,ソードランド共和国とアグノリア共和国は、両国の国境や領土を越えて資本、商品、サービスの円滑な交流を許可することにより、強固な経済的結びつきを促進し二国間貿易を強化するための重要な一歩を踏み出した。この前向きな取り組みは経済成長に適した環境を育み、互恵的なパートナーシップへの道を開いている。
PolicyData,0x0100008E000023E8,Diplomacy_AN_Member,PolicyProperties.Title,国際連盟加盟国
PolicyData,0x0100008E000023E8,Diplomacy_AN_Member,PolicyProperties.Description,国際連盟は世界の協力を象徴する存在として、各国間の平和や安全、協力関係を維持するために絶え間なく努力している。外交ルートや共同プロジェクトを通じて、加盟国は自国の資源や専門知識を結集し、新たに出現する課題に対処しながら、より調和のとれた国際社会を築き上げている。
PolicyData,0x010000460001C3B3,Diplomacy_ANMember,PolicyProperties.Title,国際連盟加盟国
PolicyData,0x010000460001C3B3,Diplomacy_ANMember,PolicyProperties.Description,国際連盟は世界の協力を象徴する存在として、各国間の平和や安全、協力関係を維持するために絶え間なく努力している。外交ルートや共同プロジェクトを通じて、加盟国は自国の資源や専門知識を結集し、新たに出現する課題に対処しながら、より調和のとれた国際社会を築き上げている。
PolicyData,0x0100008E000023EE,Diplomacy_ATA_Founder,PolicyProperties.Title,ATA創設国
PolicyData,0x0100008E000023EE,Diplomacy_ATA_Founder,PolicyProperties.Description,リジア継承戦争後にアリアナ・トラス女王の主導で設立されたアリアナ・トラス協会は、言語学校から芸術展示会に至るまで、世界20か所でリジア語と文化を普及させている。モンキズに教師養成施設を置いて創設され、政府の資金援助によって自律的に発展してきた。
PolicyData,0x010000460001C3BB,Diplomacy_ATO,PolicyProperties.Title,アルカシア条約機構加盟国
PolicyData,0x010000460001C3BB,Diplomacy_ATO,PolicyProperties.Description,アルカシア条約機構（ATO）は、その枠組みの中で各国を結びつける重要なプラットフォームとして台頭し、包括的な経済・防衛同盟を築いている。ATOの加盟国は力と資源を結集させることで共同防衛能力を強化し、CSPから生じうる潜在的な脅威に対して団結した前線を形成している。
PolicyData,0x010000460001C3DF,Diplomacy_CoalitionIntervention,PolicyProperties.Title,介入主義
